"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45"
385.732165210887,401.732165210887,380.732165210887,414.732165210887,397.732165210887,416.732165210887,381.732165210887,419.732165210887,412.732165210887,429.660662986621,399.660662986621,407.660662986621,404.660662986621,422.660662986621,379.660662986621,354.660662986621,400.660662986621,355.660662986621,401.028526379754,345.028526379754,384.028526379754,338.028526379754,408.028526379754,404.028526379754,424.028526379754,421.028526379754,419.87865166604,411.87865166604,405.87865166604,396.87865166604,373.87865166604,383.87865166604,380.87865166604,354.87865166604,411.87865166604,352.158165918478,388.158165918478,410.158165918478,380.158165918478,346.158165918478,393.158165918478,342.158165918478,415.158165918478,417.158165918478,412.158165918478
386.347165210887,402.347165210887,381.347165210887,415.347165210887,398.347165210887,417.347165210887,382.347165210887,420.347165210887,413.347165210887,430.277662986621,400.277662986621,408.277662986621,405.277662986621,423.277662986621,380.277662986621,355.277662986621,401.277662986621,356.277662986621,401.046221087553,345.046221087553,384.046221087553,338.046221087553,408.046221087553,404.046221087553,424.046221087553,421.046221087553,419.87865166604,411.87865166604,405.87865166604,396.87865166604,373.87865166604,383.87865166604,380.87865166604,354.87865166604,411.87865166604,352.158165918478,388.158165918478,410.158165918478,380.158165918478,346.158165918478,393.158165918478,342.158165918478,415.158165918478,417.158165918478,412.158165918478
386.750756237734,402.750756237734,381.750756237734,415.750756237734,398.750756237734,417.750756237734,382.750756237734,420.750756237734,413.750756237734,430.88852505307,400.88852505307,408.88852505307,405.88852505307,423.88852505307,380.88852505307,355.88852505307,401.88852505307,356.88852505307,401.828221087553,345.828221087553,384.828221087553,338.828221087553,408.828221087553,404.828221087553,424.828221087553,421.828221087553,420.49265166604,412.49265166604,406.49265166604,397.49265166604,374.49265166604,384.49265166604,381.49265166604,355.49265166604,412.49265166604,352.69409146755,388.69409146755,410.69409146755,380.69409146755,346.69409146755,393.69409146755,342.69409146755,415.69409146755,417.69409146755,412.69409146755
386.750756237734,402.750756237734,381.750756237734,415.750756237734,398.750756237734,417.750756237734,382.750756237734,420.750756237734,413.750756237734,430.940927058048,400.940927058048,408.940927058048,405.940927058048,423.940927058048,380.940927058048,355.940927058048,401.940927058048,356.940927058048,401.97406502691,345.97406502691,384.97406502691,338.97406502691,408.97406502691,404.97406502691,424.97406502691,421.97406502691,421.09465166604,413.09465166604,407.09465166604,398.09465166604,375.09465166604,385.09465166604,382.09465166604,356.09465166604,413.09465166604,352.69409146755,388.69409146755,410.69409146755,380.69409146755,346.69409146755,393.69409146755,342.69409146755,415.69409146755,417.69409146755,412.69409146755
386.76625023609,402.76625023609,381.76625023609,415.76625023609,398.76625023609,417.76625023609,382.76625023609,420.76625023609,413.76625023609,430.940927058048,400.940927058048,408.940927058048,405.940927058048,423.940927058048,380.940927058048,355.940927058048,401.940927058048,356.940927058048,401.97406502691,345.97406502691,384.97406502691,338.97406502691,408.97406502691,404.97406502691,424.97406502691,421.97406502691,421.72165166604,413.72165166604,407.72165166604,398.72165166604,375.72165166604,385.72165166604,382.72165166604,356.72165166604,413.72165166604,352.713770691463,388.713770691463,410.713770691463,380.713770691463,346.713770691463,393.713770691463,342.713770691463,415.713770691463,417.713770691463,412.713770691463
387.268054500878,403.268054500878,382.268054500878,416.268054500878,399.268054500878,418.268054500878,383.268054500878,421.268054500878,414.268054500878,431.382208533803,401.382208533803,409.382208533803,406.382208533803,424.382208533803,381.382208533803,356.382208533803,402.382208533803,357.382208533803,402.58106502691,346.58106502691,385.58106502691,339.58106502691,409.58106502691,405.58106502691,425.58106502691,422.58106502691,422.332251863844,414.332251863844,408.332251863844,399.332251863844,376.332251863844,386.332251863844,383.332251863844,357.332251863844,414.332251863844,353.34950377078,389.34950377078,411.34950377078,381.34950377078,347.34950377078,394.34950377078,343.34950377078,416.34950377078,418.34950377078,413.34950377078
387.268054500878,403.268054500878,382.268054500878,416.268054500878,399.268054500878,418.268054500878,383.268054500878,421.268054500878,414.268054500878,431.416340312521,401.416340312521,409.416340312521,406.416340312521,424.416340312521,381.416340312521,356.416340312521,402.416340312521,357.416340312521,402.731382997855,346.731382997855,385.731382997855,339.731382997855,409.731382997855,405.731382997855,425.731382997855,422.731382997855,422.387949621588,414.387949621588,408.387949621588,399.387949621588,376.387949621588,386.387949621588,383.387949621588,357.387949621588,414.387949621588,353.383908474832,389.383908474832,411.383908474832,381.383908474832,347.383908474832,394.383908474832,343.383908474832,416.383908474832,418.383908474832,413.383908474832
387.281487455094,403.281487455094,382.281487455094,416.281487455094,399.281487455094,418.281487455094,383.281487455094,421.281487455094,414.281487455094,431.416340312521,401.416340312521,409.416340312521,406.416340312521,424.416340312521,381.416340312521,356.416340312521,402.416340312521,357.416340312521,402.731382997855,346.731382997855,385.731382997855,339.731382997855,409.731382997855,405.731382997855,425.731382997855,422.731382997855,422.387949621588,414.387949621588,408.387949621588,399.387949621588,376.387949621588,386.387949621588,383.387949621588,357.387949621588,414.387949621588,353.383908474832,389.383908474832,411.383908474832,381.383908474832,347.383908474832,394.383908474832,343.383908474832,416.383908474832,418.383908474832,413.383908474832
387.902487455094,403.902487455094,382.902487455094,416.902487455094,399.902487455094,418.902487455094,383.902487455094,421.902487455094,414.902487455094,432.046340312521,402.046340312521,410.046340312521,407.046340312521,425.046340312521,382.046340312521,357.046340312521,403.046340312521,358.046340312521,403.244382997855,347.244382997855,386.244382997855,340.244382997855,410.244382997855,406.244382997855,426.244382997855,423.244382997855,422.993729954275,414.993729954275,408.993729954275,399.993729954275,376.993729954275,386.993729954275,383.993729954275,357.993729954275,414.993729954275,353.997908474832,389.997908474832,411.997908474832,381.997908474832,347.997908474832,394.997908474832,343.997908474832,416.997908474832,418.997908474832,413.997908474832
388.512487455094,404.512487455094,383.512487455094,417.512487455094,400.512487455094,419.512487455094,384.512487455094,422.512487455094,415.512487455094,432.673340312521,402.673340312521,410.673340312521,407.673340312521,425.673340312521,382.673340312521,357.673340312521,403.673340312521,358.673340312521,403.349359088035,347.349359088035,386.349359088035,340.349359088035,410.349359088035,406.349359088035,426.349359088035,423.349359088035,423.042536010181,415.042536010181,409.042536010181,400.042536010181,377.042536010181,387.042536010181,384.042536010181,358.042536010181,415.042536010181,354.608908474832,390.608908474832,412.608908474832,382.608908474832,348.608908474832,395.608908474832,344.608908474832,417.608908474832,419.608908474832,414.608908474832
389.132487455094,405.132487455094,384.132487455094,418.132487455094,401.132487455094,420.132487455094,385.132487455094,423.132487455094,416.132487455094,433.308340312521,403.308340312521,411.308340312521,408.308340312521,426.308340312521,383.308340312521,358.308340312521,404.308340312521,359.308340312521,403.349359088035,347.349359088035,386.349359088035,340.349359088035,410.349359088035,406.349359088035,426.349359088035,423.349359088035,423.042536010181,415.042536010181,409.042536010181,400.042536010181,377.042536010181,387.042536010181,384.042536010181,358.042536010181,415.042536010181,355.242908474832,391.242908474832,413.242908474832,383.242908474832,349.242908474832,396.242908474832,345.242908474832,418.242908474832,420.242908474832,415.242908474832
389.769487455094,405.769487455094,384.769487455094,418.769487455094,401.769487455094,420.769487455094,385.769487455094,423.769487455094,416.769487455094,433.784654440809,403.784654440809,411.784654440809,408.784654440809,426.784654440809,383.784654440809,358.784654440809,404.784654440809,359.784654440809,403.966359088035,347.966359088035,386.966359088035,340.966359088035,410.966359088035,406.966359088035,426.966359088035,423.966359088035,423.645536010181,415.645536010181,409.645536010181,400.645536010181,377.645536010181,387.645536010181,384.645536010181,358.645536010181,415.645536010181,355.922287957746,391.922287957746,413.922287957746,383.922287957746,349.922287957746,396.922287957746,345.922287957746,418.922287957746,420.922287957746,415.922287957746
390.396487455094,406.396487455094,385.396487455094,419.396487455094,402.396487455094,421.396487455094,386.396487455094,424.396487455094,417.396487455094,433.87677150751,403.87677150751,411.87677150751,408.87677150751,426.87677150751,383.87677150751,358.87677150751,404.87677150751,359.87677150751,404.605359088035,348.605359088035,387.605359088035,341.605359088035,411.605359088035,407.605359088035,427.605359088035,424.605359088035,424.285536010181,416.285536010181,410.285536010181,401.285536010181,378.285536010181,388.285536010181,385.285536010181,359.285536010181,416.285536010181,355.96221032685,391.96221032685,413.96221032685,383.96221032685,349.96221032685,396.96221032685,345.96221032685,418.96221032685,420.96221032685,415.96221032685
391.035487455094,407.035487455094,386.035487455094,420.035487455094,403.035487455094,422.035487455094,387.035487455094,425.035487455094,418.035487455094,433.87677150751,403.87677150751,411.87677150751,408.87677150751,426.87677150751,383.87677150751,358.87677150751,404.87677150751,359.87677150751,405.218359088035,349.218359088035,388.218359088035,342.218359088035,412.218359088035,408.218359088035,428.218359088035,425.218359088035,424.898536010181,416.898536010181,410.898536010181,401.898536010181,378.898536010181,388.898536010181,385.898536010181,359.898536010181,416.898536010181,355.96221032685,391.96221032685,413.96221032685,383.96221032685,349.96221032685,396.96221032685,345.96221032685,418.96221032685,420.96221032685,415.96221032685
391.553250081257,407.553250081257,386.553250081257,420.553250081257,403.553250081257,422.553250081257,387.553250081257,425.553250081257,418.553250081257,434.591165363616,404.591165363616,412.591165363616,409.591165363616,427.591165363616,384.591165363616,359.591165363616,405.591165363616,360.591165363616,405.910359088035,349.910359088035,388.910359088035,342.910359088035,412.910359088035,408.910359088035,428.910359088035,425.910359088035,425.519536010181,417.519536010181,411.519536010181,402.519536010181,379.519536010181,389.519536010181,386.519536010181,360.519536010181,417.519536010181,356.62521032685,392.62521032685,414.62521032685,384.62521032685,350.62521032685,397.62521032685,346.62521032685,419.62521032685,421.62521032685,416.62521032685
391.585564551081,407.585564551081,386.585564551081,420.585564551081,403.585564551081,422.585564551081,387.585564551081,425.585564551081,418.585564551081,434.591165363616,404.591165363616,412.591165363616,409.591165363616,427.591165363616,384.591165363616,359.591165363616,405.591165363616,360.591165363616,405.967062720014,349.967062720014,388.967062720014,342.967062720014,412.967062720014,408.967062720014,428.967062720014,425.967062720014,426.159536010181,418.159536010181,412.159536010181,403.159536010181,380.159536010181,390.159536010181,387.159536010181,361.159536010181,418.159536010181,357.24921032685,393.24921032685,415.24921032685,385.24921032685,351.24921032685,398.24921032685,347.24921032685,420.24921032685,422.24921032685,417.24921032685
391.585564551081,407.585564551081,386.585564551081,420.585564551081,403.585564551081,422.585564551081,387.585564551081,425.585564551081,418.585564551081,434.611947064008,404.611947064008,412.611947064008,409.611947064008,427.611947064008,384.611947064008,359.611947064008,405.611947064008,360.611947064008,405.967062720014,349.967062720014,388.967062720014,342.967062720014,412.967062720014,408.967062720014,428.967062720014,425.967062720014,426.788536010181,418.788536010181,412.788536010181,403.788536010181,380.788536010181,390.788536010181,387.788536010181,361.788536010181,418.788536010181,357.95921032685,393.95921032685,415.95921032685,385.95921032685,351.95921032685,398.95921032685,347.95921032685,420.95921032685,422.95921032685,417.95921032685
392.202564551081,408.202564551081,387.202564551081,421.202564551081,404.202564551081,423.202564551081,388.202564551081,426.202564551081,419.202564551081,435.079202551872,405.079202551872,413.079202551872,410.079202551872,428.079202551872,385.079202551872,360.079202551872,406.079202551872,361.079202551872,406.505062720014,350.505062720014,389.505062720014,343.505062720014,413.505062720014,409.505062720014,429.505062720014,426.505062720014,427.345464219604,419.345464219604,413.345464219604,404.345464219604,381.345464219604,391.345464219604,388.345464219604,362.345464219604,419.345464219604,358.496699455657,394.496699455657,416.496699455657,386.496699455657,352.496699455657,399.496699455657,348.496699455657,421.496699455657,423.496699455657,418.496699455657
392.810564551081,408.810564551081,387.810564551081,421.810564551081,404.810564551081,423.810564551081,388.810564551081,426.810564551081,419.810564551081,435.181542915743,405.181542915743,413.181542915743,410.181542915743,428.181542915743,385.181542915743,360.181542915743,406.181542915743,361.181542915743,406.542352078243,350.542352078243,389.542352078243,343.542352078243,413.542352078243,409.542352078243,429.542352078243,426.542352078243,427.373119385578,419.373119385578,413.373119385578,404.373119385578,381.373119385578,391.373119385578,388.373119385578,362.373119385578,419.373119385578,358.496699455657,394.496699455657,416.496699455657,386.496699455657,352.496699455657,399.496699455657,348.496699455657,421.496699455657,423.496699455657,418.496699455657
393.449564551081,409.449564551081,388.449564551081,422.449564551081,405.449564551081,424.449564551081,389.449564551081,427.449564551081,420.449564551081,435.181542915743,405.181542915743,413.181542915743,410.181542915743,428.181542915743,385.181542915743,360.181542915743,406.181542915743,361.181542915743,406.542352078243,350.542352078243,389.542352078243,343.542352078243,413.542352078243,409.542352078243,429.542352078243,426.542352078243,427.373119385578,419.373119385578,413.373119385578,404.373119385578,381.373119385578,391.373119385578,388.373119385578,362.373119385578,419.373119385578,358.514684300962,394.514684300962,416.514684300962,386.514684300962,352.514684300962,399.514684300962,348.514684300962,421.514684300962,423.514684300962,418.514684300962
394.08629610158,410.08629610158,389.08629610158,423.08629610158,406.08629610158,425.08629610158,390.08629610158,428.08629610158,421.08629610158,435.835519826228,405.835519826228,413.835519826228,410.835519826228,428.835519826228,385.835519826228,360.835519826228,406.835519826228,361.835519826228,407.299352078243,351.299352078243,390.299352078243,344.299352078243,414.299352078243,410.299352078243,430.299352078243,427.299352078243,427.867444667527,419.867444667527,413.867444667527,404.867444667527,381.867444667527,391.867444667527,388.867444667527,362.867444667527,419.867444667527,359.036765967204,395.036765967204,417.036765967204,387.036765967204,353.036765967204,400.036765967204,349.036765967204,422.036765967204,424.036765967204,419.036765967204
394.108717341296,410.108717341296,389.108717341296,423.108717341296,406.108717341296,425.108717341296,390.108717341296,428.108717341296,421.108717341296,435.835519826228,405.835519826228,413.835519826228,410.835519826228,428.835519826228,385.835519826228,360.835519826228,406.835519826228,361.835519826228,407.918352078244,351.918352078244,390.918352078244,344.918352078244,414.918352078244,410.918352078244,430.918352078244,427.918352078244,427.894812278798,419.894812278798,413.894812278798,404.894812278798,381.894812278798,391.894812278798,388.894812278798,362.894812278798,419.894812278798,359.074302483941,395.074302483941,417.074302483941,387.074302483941,353.074302483941,400.074302483941,349.074302483941,422.074302483941,424.074302483941,419.074302483941
394.108717341296,410.108717341296,389.108717341296,423.108717341296,406.108717341296,425.108717341296,390.108717341296,428.108717341296,421.108717341296,435.852165629423,405.852165629423,413.852165629423,410.852165629423,428.852165629423,385.852165629423,360.852165629423,406.852165629423,361.852165629423,408.701352078244,352.701352078244,391.701352078244,345.701352078244,415.701352078244,411.701352078244,431.701352078244,428.701352078244,427.894812278798,419.894812278798,413.894812278798,404.894812278798,381.894812278798,391.894812278798,388.894812278798,362.894812278798,419.894812278798,359.074302483941,395.074302483941,417.074302483941,387.074302483941,353.074302483941,400.074302483941,349.074302483941,422.074302483941,424.074302483941,419.074302483941
394.788392596697,410.788392596697,389.788392596697,423.788392596697,406.788392596697,425.788392596697,390.788392596697,428.788392596697,421.788392596697,436.543165629423,406.543165629423,414.543165629423,411.543165629423,429.543165629423,386.543165629423,361.543165629423,407.543165629423,362.543165629423,409.378352078244,353.378352078244,392.378352078244,346.378352078244,416.378352078244,412.378352078244,432.378352078244,429.378352078244,428.646556418144,420.646556418144,414.646556418144,405.646556418144,382.646556418144,392.646556418144,389.646556418144,363.646556418144,420.646556418144,359.695302483941,395.695302483941,417.695302483941,387.695302483941,353.695302483941,400.695302483941,349.695302483941,422.695302483941,424.695302483941,419.695302483941
394.832423131777,410.832423131777,389.832423131777,423.832423131777,406.832423131777,425.832423131777,390.832423131777,428.832423131777,421.832423131777,437.290165629423,407.290165629423,415.290165629423,412.290165629423,430.290165629423,387.290165629423,362.290165629423,408.290165629423,363.290165629423,410.061352078244,354.061352078244,393.061352078244,347.061352078244,417.061352078244,413.061352078244,433.061352078244,430.061352078244,428.687305304253,420.687305304253,414.687305304253,405.687305304253,382.687305304253,392.687305304253,389.687305304253,363.687305304253,420.687305304253,360.302302483941,396.302302483941,418.302302483941,388.302302483941,354.302302483941,401.302302483941,350.302302483941,423.302302483941,425.302302483941,420.302302483941
394.832423131777,410.832423131777,389.832423131777,423.832423131777,406.832423131777,425.832423131777,390.832423131777,428.832423131777,421.832423131777,438.083165629423,408.083165629423,416.083165629423,413.083165629423,431.083165629423,388.083165629423,363.083165629423,409.083165629423,364.083165629423,410.849352078244,354.849352078244,393.849352078244,347.849352078244,417.849352078244,413.849352078244,433.849352078244,430.849352078244,428.687305304253,420.687305304253,414.687305304253,405.687305304253,382.687305304253,392.687305304253,389.687305304253,363.687305304253,420.687305304253,360.932302483941,396.932302483941,418.932302483941,388.932302483941,354.932302483941,401.932302483941,350.932302483941,423.932302483941,425.932302483941,420.932302483941
395.314306157717,411.314306157717,390.314306157717,424.314306157717,407.314306157717,426.314306157717,391.314306157717,429.314306157717,422.314306157717,438.529657160361,408.529657160361,416.529657160361,413.529657160361,431.529657160361,388.529657160361,363.529657160361,409.529657160361,364.529657160361,411.452352078244,355.452352078244,394.452352078244,348.452352078244,418.452352078244,414.452352078244,434.452352078244,431.452352078244,429.12309219452,421.12309219452,415.12309219452,406.12309219452,383.12309219452,393.12309219452,390.12309219452,364.12309219452,421.12309219452,361.546302483941,397.546302483941,419.546302483941,389.546302483941,355.546302483941,402.546302483941,351.546302483941,424.546302483941,426.546302483941,421.546302483941
395.408726008651,411.408726008651,390.408726008651,424.408726008651,407.408726008651,426.408726008651,391.408726008651,429.408726008651,422.408726008651,438.560519788304,408.560519788304,416.560519788304,413.560519788304,431.560519788304,388.560519788304,363.560519788304,409.560519788304,364.560519788304,412.087352078244,356.087352078244,395.087352078244,349.087352078244,419.087352078244,415.087352078244,435.087352078244,432.087352078244,429.149523404394,421.149523404394,415.149523404394,406.149523404394,383.149523404394,393.149523404394,390.149523404394,364.149523404394,421.149523404394,362.341302483941,398.341302483941,420.341302483941,390.341302483941,356.341302483941,403.341302483941,352.341302483941,425.341302483941,427.341302483941,422.341302483941
395.408726008651,411.408726008651,390.408726008651,424.408726008651,407.408726008651,426.408726008651,391.408726008651,429.408726008651,422.408726008651,438.560519788304,408.560519788304,416.560519788304,413.560519788304,431.560519788304,388.560519788304,363.560519788304,409.560519788304,364.560519788304,412.706352078244,356.706352078244,395.706352078244,349.706352078244,419.706352078244,415.706352078244,435.706352078244,432.706352078244,429.149523404394,421.149523404394,415.149523404394,406.149523404394,383.149523404394,393.149523404394,390.149523404394,364.149523404394,421.149523404394,363.108302483941,399.108302483941,421.108302483941,391.108302483941,357.108302483941,404.108302483941,353.108302483941,426.108302483941,428.108302483941,423.108302483941
396.066726008651,412.066726008651,391.066726008651,425.066726008651,408.066726008651,427.066726008651,392.066726008651,430.066726008651,423.066726008651,438.953649258585,408.953649258585,416.953649258585,413.953649258585,431.953649258585,388.953649258585,363.953649258585,409.953649258585,364.953649258585,413.289020109284,357.289020109284,396.289020109284,350.289020109284,420.289020109284,416.289020109284,436.289020109284,433.289020109284,429.630195845505,421.630195845505,415.630195845505,406.630195845505,383.630195845505,393.630195845505,390.630195845505,364.630195845505,421.630195845505,363.525411079821,399.525411079821,421.525411079821,391.525411079821,357.525411079821,404.525411079821,353.525411079821,426.525411079821,428.525411079821,423.525411079821
396.680726008651,412.680726008651,391.680726008651,425.680726008651,408.680726008651,427.680726008651,392.680726008651,430.680726008651,423.680726008651,438.953649258585,408.953649258585,416.953649258585,413.953649258585,431.953649258585,388.953649258585,363.953649258585,409.953649258585,364.953649258585,413.289020109284,357.289020109284,396.289020109284,350.289020109284,420.289020109284,416.289020109284,436.289020109284,433.289020109284,429.630195845505,421.630195845505,415.630195845505,406.630195845505,383.630195845505,393.630195845505,390.630195845505,364.630195845505,421.630195845505,363.525411079821,399.525411079821,421.525411079821,391.525411079821,357.525411079821,404.525411079821,353.525411079821,426.525411079821,428.525411079821,423.525411079821
397.392726008651,413.392726008651,392.392726008651,426.392726008651,409.392726008651,428.392726008651,393.392726008651,431.392726008651,424.392726008651,438.966538892275,408.966538892275,416.966538892275,413.966538892275,431.966538892275,388.966538892275,363.966538892275,409.966538892275,364.966538892275,413.311171237203,357.311171237203,396.311171237203,350.311171237203,420.311171237203,416.311171237203,436.311171237203,433.311171237203,429.647507224293,421.647507224293,415.647507224293,406.647507224293,383.647507224293,393.647507224293,390.647507224293,364.647507224293,421.647507224293,363.543092567716,399.543092567716,421.543092567716,391.543092567716,357.543092567716,404.543092567716,353.543092567716,426.543092567716,428.543092567716,423.543092567716
397.952425762483,413.952425762483,392.952425762483,426.952425762483,409.952425762483,428.952425762483,393.952425762483,431.952425762483,424.952425762483,439.572538892275,409.572538892275,417.572538892275,414.572538892275,432.572538892275,389.572538892275,364.572538892275,410.572538892275,365.572538892275,413.71037532962,357.71037532962,396.71037532962,350.71037532962,420.71037532962,416.71037532962,436.71037532962,433.71037532962,430.111150514847,422.111150514847,416.111150514847,407.111150514847,384.111150514847,394.111150514847,391.111150514847,365.111150514847,422.111150514847,363.974193630538,399.974193630538,421.974193630538,391.974193630538,357.974193630538,404.974193630538,353.974193630538,426.974193630538,428.974193630538,423.974193630538
397.952425762483,413.952425762483,392.952425762483,426.952425762483,409.952425762483,428.952425762483,393.952425762483,431.952425762483,424.952425762483,440.174538892275,410.174538892275,418.174538892275,415.174538892275,433.174538892275,390.174538892275,365.174538892275,411.174538892275,366.174538892275,413.71037532962,357.71037532962,396.71037532962,350.71037532962,420.71037532962,416.71037532962,436.71037532962,433.71037532962,430.111150514847,422.111150514847,416.111150514847,407.111150514847,384.111150514847,394.111150514847,391.111150514847,365.111150514847,422.111150514847,363.974193630538,399.974193630538,421.974193630538,391.974193630538,357.974193630538,404.974193630538,353.974193630538,426.974193630538,428.974193630538,423.974193630538
397.971638074708,413.971638074708,392.971638074708,426.971638074708,409.971638074708,428.971638074708,393.971638074708,431.971638074708,424.971638074708,440.785538892275,410.785538892275,418.785538892275,415.785538892275,433.785538892275,390.785538892275,365.785538892275,411.785538892275,366.785538892275,413.727482681026,357.727482681026,396.727482681026,350.727482681026,420.727482681026,416.727482681026,436.727482681026,433.727482681026,430.129845446943,422.129845446943,416.129845446943,407.129845446943,384.129845446943,394.129845446943,391.129845446943,365.129845446943,422.129845446943,363.992408649565,399.992408649565,421.992408649565,391.992408649565,357.992408649565,404.992408649565,353.992408649565,426.992408649565,428.992408649565,423.992408649565
398.609638074708,414.609638074708,393.609638074708,427.609638074708,410.609638074708,429.609638074708,394.609638074708,432.609638074708,425.609638074708,441.394538892275,411.394538892275,419.394538892275,416.394538892275,434.394538892275,391.394538892275,366.394538892275,412.394538892275,367.394538892275,414.176701681146,358.176701681146,397.176701681146,351.176701681146,421.176701681146,417.176701681146,437.176701681146,434.176701681146,430.73000932265,422.73000932265,416.73000932265,407.73000932265,384.73000932265,394.73000932265,391.73000932265,365.73000932265,422.73000932265,364.531680529097,400.531680529097,422.531680529097,392.531680529097,358.531680529097,405.531680529097,354.531680529097,427.531680529097,429.531680529097,424.531680529097
399.236638074708,415.236638074708,394.236638074708,428.236638074708,411.236638074708,430.236638074708,395.236638074708,433.236638074708,426.236638074708,442.009538892275,412.009538892275,420.009538892275,417.009538892275,435.009538892275,392.009538892275,367.009538892275,413.009538892275,368.009538892275,414.176701681146,358.176701681146,397.176701681146,351.176701681146,421.176701681146,417.176701681146,437.176701681146,434.176701681146,430.73000932265,422.73000932265,416.73000932265,407.73000932265,384.73000932265,394.73000932265,391.73000932265,365.73000932265,422.73000932265,364.531680529097,400.531680529097,422.531680529097,392.531680529097,358.531680529097,405.531680529097,354.531680529097,427.531680529097,429.531680529097,424.531680529097
399.853638074708,415.853638074708,394.853638074708,428.853638074708,411.853638074708,430.853638074708,395.853638074708,433.853638074708,426.853638074708,442.618538892275,412.618538892275,420.618538892275,417.618538892275,435.618538892275,392.618538892275,367.618538892275,413.618538892275,368.618538892275,414.19320111632,358.19320111632,397.19320111632,351.19320111632,421.19320111632,417.19320111632,437.19320111632,434.19320111632,430.749665301326,422.749665301326,416.749665301326,407.749665301326,384.749665301326,394.749665301326,391.749665301326,365.749665301326,422.749665301326,364.550573497591,400.550573497591,422.550573497591,392.550573497591,358.550573497591,405.550573497591,354.550573497591,427.550573497591,429.550573497591,424.550573497591
400.204116219439,416.204116219439,395.204116219439,429.204116219439,412.204116219439,431.204116219439,396.204116219439,434.204116219439,427.204116219439,443.105887126121,413.105887126121,421.105887126121,418.105887126121,436.105887126121,393.105887126121,368.105887126121,414.105887126121,369.105887126121,414.87641236348,358.87641236348,397.87641236348,351.87641236348,421.87641236348,417.87641236348,437.87641236348,434.87641236348,431.353665301326,423.353665301326,417.353665301326,408.353665301326,385.353665301326,395.353665301326,392.353665301326,366.353665301326,423.353665301326,365.051210474504,401.051210474504,423.051210474504,393.051210474504,359.051210474504,406.051210474504,355.051210474504,428.051210474504,430.051210474504,425.051210474504
400.204116219439,416.204116219439,395.204116219439,429.204116219439,412.204116219439,431.204116219439,396.204116219439,434.204116219439,427.204116219439,443.105887126121,413.105887126121,421.105887126121,418.105887126121,436.105887126121,393.105887126121,368.105887126121,414.105887126121,369.105887126121,414.87641236348,358.87641236348,397.87641236348,351.87641236348,421.87641236348,417.87641236348,437.87641236348,434.87641236348,431.969665301326,423.969665301326,417.969665301326,408.969665301326,385.969665301326,395.969665301326,392.969665301326,366.969665301326,423.969665301326,365.051210474504,401.051210474504,423.051210474504,393.051210474504,359.051210474504,406.051210474504,355.051210474504,428.051210474504,430.051210474504,425.051210474504
400.216516545651,416.216516545651,395.216516545651,429.216516545651,412.216516545651,431.216516545651,396.216516545651,434.216516545651,427.216516545651,443.124385730508,413.124385730508,421.124385730508,418.124385730508,436.124385730508,393.124385730508,368.124385730508,414.124385730508,369.124385730508,414.898878292454,358.898878292454,397.898878292454,351.898878292454,421.898878292454,417.898878292454,437.898878292454,434.898878292454,432.603665301326,424.603665301326,418.603665301326,409.603665301326,386.603665301326,396.603665301326,393.603665301326,367.603665301326,424.603665301326,365.068447908037,401.068447908037,423.068447908037,393.068447908037,359.068447908037,406.068447908037,355.068447908037,428.068447908037,430.068447908037,425.068447908037
400.630157520262,416.630157520262,395.630157520262,429.630157520262,412.630157520262,431.630157520262,396.630157520262,434.630157520262,427.630157520262,443.590540540273,413.590540540273,421.590540540273,418.590540540273,436.590540540273,393.590540540273,368.590540540273,414.590540540273,369.590540540273,415.4985688848,359.4985688848,398.4985688848,352.4985688848,422.4985688848,418.4985688848,438.4985688848,435.4985688848,433.155434663953,425.155434663953,419.155434663953,410.155434663953,387.155434663953,397.155434663953,394.155434663953,368.155434663953,425.155434663953,365.675389947326,401.675389947326,423.675389947326,393.675389947326,359.675389947326,406.675389947326,355.675389947326,428.675389947326,430.675389947326,425.675389947326
400.630157520262,416.630157520262,395.630157520262,429.630157520262,412.630157520262,431.630157520262,396.630157520262,434.630157520262,427.630157520262,443.590540540273,413.590540540273,421.590540540273,418.590540540273,436.590540540273,393.590540540273,368.590540540273,414.590540540273,369.590540540273,415.4985688848,359.4985688848,398.4985688848,352.4985688848,422.4985688848,418.4985688848,438.4985688848,435.4985688848,433.188958850547,425.188958850547,419.188958850547,410.188958850547,387.188958850547,397.188958850547,394.188958850547,368.188958850547,425.188958850547,365.675389947326,401.675389947326,423.675389947326,393.675389947326,359.675389947326,406.675389947326,355.675389947326,428.675389947326,430.675389947326,425.675389947326
400.644147001494,416.644147001494,395.644147001494,429.644147001494,412.644147001494,431.644147001494,396.644147001494,434.644147001494,427.644147001494,443.604398050262,413.604398050262,421.604398050262,418.604398050262,436.604398050262,393.604398050262,368.604398050262,414.604398050262,369.604398050262,415.519272444514,359.519272444514,398.519272444514,352.519272444514,422.519272444514,418.519272444514,438.519272444514,435.519272444514,433.188958850547,425.188958850547,419.188958850547,410.188958850547,387.188958850547,397.188958850547,394.188958850547,368.188958850547,425.188958850547,365.693326924856,401.693326924856,423.693326924856,393.693326924856,359.693326924856,406.693326924856,355.693326924856,428.693326924856,430.693326924856,425.693326924856
